fid,ID,indNomencl,metodoProd,mi,nome,orgaoEdito,tipoCarta,anoRestitu,anoReambul,anoVoo,areaFolha,latLimNort,latLimSul,longLimLes,longLimOes,recursoOff,recursoOnL,uf,declinacao,datumHoriz,datumVerti,meridianoC,sistemaPro,anoEdicao,numEdicao,anoImpress,numImpress,geoPdf,pdf,metadadoIm,PRIMARYIND
840,830,SE-22-Y-B-V,Restituição fotogramétrica,"2444",APORÉ,IBGE,Topográfica,"1972","1972","1965","2918.005","-18.500","-19.000","-51.500000","-52.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MS_GO,Em 1975 12° 58' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1975","1","1975","1",Nã,Sim,Sim,840
841,831,SE-22-Y-B-VI,Restituição fotogramétrica,"2445",CAÇÚ,IBGE,Topográfica,"1972","1972","1965","2918.005","-18.500","-19.000","-51.000000","-51.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,GO,Em 1975 13° 22' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1975","1","1975","1",Nã,Sim,Sim,841
842,832,SE-22-Z-A-IV,Restituição fotogramétrica,"2446",CACHOEIRA ALTA,IBGE,Topográfica,"1973","1970","1965","2918.005","-18.500","-19.000","-50.500000","-51.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG_GO,Em 1973 13° 27' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Sim,Sim,842
843,833,SE-22-Z-A-V,Restituição fotogramétrica,"2447",SANTA VITÓRIA,IBGE,Topográfica,"1972","1970","1965","2918.005","-18.500","-19.000","-50.000000","-50.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG_GO,Em 1973 13° 51' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Sim,Sim,843
844,834,SE-22-Z-A-VI,Restituição fotogramétrica,"2448",CACHOEIRA DOURADA,IBGE,Topográfica,"1973","1970","1964","2918.005","-18.500","-19.000","-49.500000","-50.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG_GO,Em 1973 14° 41' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Sim,Sim,844
845,835,SE-22-Z-B-IV,Restituição fotogramétrica,"2449",ITUIUTABA,IBGE,Topográfica,"1973","1970","1964","2918.005","-18.500","-19.000","-49.000000","-49.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG_GO,Em 1973 15° 04' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Sim,Sim,845
846,836,SE-22-Z-B-V,Restituição fotogramétrica,"2450",TUPACIGUARA,IBGE,Topográfica,"1975","1975","1965","2918.005","-18.500","-19.000","-48.500000","-49.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1976 15° 26' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1976","1","1976","1",Nã,Sim,Sim,846
847,837,SE-22-Z-B-VI,Restituição fotogramétrica,"2451",UBERLÂNDIA,IBGE,Topográfica,"1984","1975","1982","2918.005","-18.500","-19.000","-48.000000","-48.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1984 16° 08' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1984","2","1984","2",Nã,Sim,Sim,847
848,838,SE-23-Z-A-VI,Restituição fotogramétrica,"2460",PRESIDENTE KUBITSCHEK,IBGE,Topográfica,"1975","1975","1966","2918.005","-18.500","-19.000","-43.500000","-44.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,MG,Em 1977 18° 44' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1977","1","1977","1",Nã,Sim,Sim,848
849,839,SE-23-Z-B-IV,Restituição fotogramétrica,"2461",SERRO,IBGE,Topográfica,"1975","1975","1966","2918.005","-18.500","-19.000","-43.000000","-43.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,MG,Em 1978 19° 10' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1978","1","1978","1",Nã,Sim,Sim,849
850,840,SE-24-Y-A-IV,Restituição fotogramétrica,"2464",GOVERNADOR VALADARES,IBGE,Topográfica,"1979","1978","1974","2918.005","-18.500","-19.000","-41.500000","-42.000003","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1979 20° 22' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-39",UTM,"1980","1","1980","1",Nã,Sim,Sim,850
851,841,SE-24-Y-A-V,Restituição fotogramétrica,"2465",ITABIRINHA DE MANTENA,IBGE,Topográfica,"1979","1978","1975","2918.005","-18.500","-19.000","-41.000000","-41.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG_ES,Em 1979 20° 30' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-39",UTM,"1979","1","1979","1",Nã,Sim,Sim,851
852,842,SE-24-Y-A-VI,Restituição fotogramétrica,"2466",MANTENA,IBGE,Topográfica,"1979","1978","1976","2918.005","-18.500","-19.000","-40.500000","-41.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG_ES,Em 1979 20° 36' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-39",UTM,"1979","1","1979","1",Nã,Sim,Sim,852
853,843,SE-24-Y-B-IV,Restituição fotogramétrica,"2467",NOVA VENÉCIA,IBGE,Topográfica,"1979","1978","1975","2918.005","-18.500","-19.000","-40.000000","-40.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,ES,Em 1979 20° 53' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-39",UTM,"1979","1","1979","1",Nã,Sim,Sim,853
854,844,SE-22-Y-C-III,Restituição fotogramétrica,"2479",ALTO SUCURIÚ,IBGE,Topográfica,"1973","1973","1965","2909.459","-19.000","-19.500","-52.500000","-53.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MS,Em 1976 13° 19' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1976","1","1976","1",Nã,Sim,Sim,854
855,845,SE-22-Y-D-I,Restituição fotogramétrica,"2480",INDAIÁ GRANDE,IBGE,Topográfica,"1974","1973","1966","2909.459","-19.000","-19.500","-52.000000","-52.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MS,Em 1982 13° 39' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1976","1","1976","1",Nã,Sim,Sim,855
856,846,SE-22-Z-C-II,Restituição fotogramétrica,"2484",CACHOEIRA PÔRTO FELIZ,IBGE,Topográfica,"1970","1969","1964","2909.459","-19.000","-19.500","-50.000000","-50.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG_GO,Em 1970 13° 15' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1970","1","1970","1",Nã,Sim,Sim,856
857,847,SE-22-Z-C-III,Restituição fotogramétrica,"2485",GURINHATÃ,IBGE,Topográfica,"1970","1969","1964","2909.459","-19.000","-19.500","-49.500000","-50.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1970 13° 41' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1970","1","1970","1",Nã,Nã,Sim,857
858,848,SE-22-Z-D-I,Restituição fotogramétrica,"2486",SERRA DE SÃO LOURENÇO,IBGE,Topográfica,"1970","1969","1964","2909.459","-19.000","-19.500","-49.000000","-49.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1970 14° 07' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1970","1","1970","1",Nã,Sim,Sim,858
859,853,SE-23-Y-D-III,Restituição fotogramétrica,"2494",ABAETÉ,IBGE,Topográfica,"1975","1975","1974","2909.459","-19.000","-19.500","-45.000000","-45.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1975 17° 31' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1975","1","1975","1",Nã,Sim,Sim,859
860,854,SE-23-Z-C-I,Restituição fotogramétrica,"2495",POMPÉU,IBGE,Topográfica,"1975","1975","1965","2909.459","-19.000","-19.500","-44.500000","-45.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1976 17° 57' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1976","1","1976","1",Nã,Sim,Sim,860
861,855,SE-23-Z-C-II,Restituição fotogramétrica,"2496",SETE LAGOAS,IBGE,Topográfica,"1975","1975","1965","2909.459","-19.000","-19.500","-44.000000","-44.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1976 18° 18' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1976","1","1986","2",Nã,Sim,Sim,861
862,856,SE-23-Z-D-III,Restituição fotogramétrica,"2500",DOM CAVATI,IBGE,Topográfica,"1979","1978","1975","2909.459","-19.000","-19.500","-42.000000","-42.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1980 20° 02' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1980","1","1980","1",Nã,Sim,Sim,862
863,857,SE-24-Y-C-I,Restituição fotogramétrica,"2501",ITANHOMI,IBGE,Topográfica,"1978","1978","1975","2909.459","-19.000","-19.500","-41.500000","-42.000003","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1979 20° 12' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-39",UTM,"1979","1","1979","1",Nã,Sim,Sim,863
864,858,SE-24-Y-C-II,Restituição fotogramétrica,"2502",CONSELHEIRO PENA,IBGE,Topográfica,"1978","1978","1975","2909.459","-19.000","-19.500","-41.000000","-41.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG_ES,Em 1979 20° 27' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-39",UTM,"1979","1","1979","1",Nã,Sim,Sim,864
865,859,SE-24-Y-C-III,Restituição fotogramétrica,"2503",SÃO GABRIEL DA PALHA,IBGE,Topográfica,"1977","1977","1976","2909.459","-19.000","-19.500","-40.500000","-41.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG_ES,Em 1979 20° 34' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-39",UTM,"1979","1","1979","1",Nã,Sim,Sim,865
866,860,SE-22-Y-C-IV,Restituição fotogramétrica,"2515",RIBEIRÃO SALGADO,IBGE,Topográfica,"1974","1974","1965","2900.695","-19.500","-20.000","-53.500000","-54","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MS,Em 1978 11° 43' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1978","1","1978","1",Nã,Sim,Sim,866
867,861,SE-22-Y-C-V,Restituição fotogramétrica,"2516",RIO SÃO DOMINGOS,IBGE,Topográfica,"1974","1974","1965","2900.695","-19.500","-20.000","-53.000000","-53.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MS,Em 1978 12° 09' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1978","1","1978","1",Nã,Sim,Sim,867
868,862,SE-22-Y-C-VI,Restituição fotogramétrica,"2517",RIBEIRÃO BOA VISTA,IBGE,Topográfica,"1976","1973","1965","2900.695","-19.500","-20.000","-52.500000","-53.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MS,Em 1982 13° 13' (Cresce -10' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1982","2","1982","2",Nã,Sim,Sim,868
869,863,SE-22-Z-C-IV,Restituição fotogramétrica,"2521",CACHOEIRA DA MUTUCA,IBGE,Topográfica,"1970","1969","1964","2900.695","-19.500","-20.000","-50.500000","-51.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SP_MG_MS,Em 1970 12° 36' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1970","1","1970","1",Nã,Sim,Sim,869
870,864,SE-22-Z-C-V,Restituição fotogramétrica,"2522",ITURAMA,IBGE,Topográfica,"1970","1969","1964","2900.695","-19.500","-20.000","-50.000000","-50.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SP_MG,Em 1970 13° 05' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1970","1","1970","1",Nã,Sim,Sim,870
871,865,SE-22-Z-C-VI,Restituição fotogramétrica,"2523",RIOLÂNDIA,IBGE,Topográfica,"1970","1969","1964","2900.695","-19.500","-20.000","-49.500000","-50.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SP_MG,Em 1970 13° 33' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1970","1","1970","1",Nã,Sim,Sim,871
872,866,SE-22-Z-D-IV,Restituição fotogramétrica,"2524",CAMPINA VERDE,IBGE,Topográfica,"1970","1969","1964","2900.695","-19.500","-20.000","-49.000000","-49.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SP_MG,Em 1970 13° 57' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1970","1","1970","1",Nã,Sim,Sim,872
873,867,SE-22-Z-D-V,Restituição fotogramétrica,"2525",CAMPO FLORIDO,IBGE,Topográfica,"1970","1969","1964","2900.695","-19.500","-20.000","-48.500000","-49.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1970 14° 26' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1970","1","1970","1",Nã,Sim,Sim,873
874,868,SE-22-Z-D-VI,Restituição fotogramétrica,"2526",VERÍSSIMO,IBGE,Topográfica,"1970","1969","1964","2900.695","-19.500","-20.000","-48.000000","-48.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1970 14° 49' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1970","1","1970","1",Nã,Sim,Sim,874
875,869,SE-23-Y-C-IV,Restituição fotogramétrica,"2527",UBERABA,IBGE,Topográfica,"1970","1969","1964","2900.695","-19.500","-20.000","-47.500000","-48.000002","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SP_MG,Em 1970 15° 09' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1972","1","1972","1",Nã,Sim,Sim,875
876,870,SE-23-Y-C-V,Restituição fotogramétrica,"2528",SACRAMENTO,IBGE,Topográfica,"1970","1969","1964","2900.695","-19.500","-20.000","-47.000000","-47.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,SP_MG,Em 1970 15° 28' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1972","1","1972","1",Nã,Sim,Sim,876
877,871,SE-23-Y-C-VI,Restituição fotogramétrica,"2529",ARAXÁ,IBGE,Topográfica,"1970","1969","1964","2900.695","-19.500","-20.000","-46.499999","-47.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1970 15° 54' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1970","1","1970","1",Nã,Sim,Sim,877
878,872,SE-23-Y-D-IV,Restituição fotogramétrica,"2530",CAMPOS ALTOS,IBGE,Topográfica,"1970","1969","1964","2900.695","-19.500","-20.000","-46.000000","-46.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1970 16° 12' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1970","1","1970","1",Nã,Sim,Sim,878
879,873,SE-23-Y-D-V,Restituição fotogramétrica,"2531",LUZ,IBGE,Topográfica,"1974","1974","1965","2900.695","-19.500","-20.000","-45.500000","-46.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1975 17° 09' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1975","1","1975","1",Nã,Sim,Sim,879
880,874,SE-23-Y-D-VI,Restituição fotogramétrica,"2532",BOM DESPACHO,IBGE,Topográfica,"1974","1974","1965","2900.695","-19.500","-20.000","-45.000000","-45.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1975 17° 31' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1975","1","1975","1",Nã,Sim,Sim,880
881,875,SE-23-Z-C-IV,Restituição fotogramétrica,"2533",PARÁ DE MINAS,IBGE,Topográfica,"1974","1974","1965","2900.695","-19.500","-20.000","-44.500000","-45.000001","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1976 17° 54' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1976","1","1976","1",Nã,Nã,Sim,881
882,876,SE-23-Z-D-IV,Restituição fotogramétrica,"2536",ITABIRA,IBGE,Topográfica,"1975","1975","1966","2900.695","-19.500","-20.000","-43.000000","-43.500001","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1977 18° 57' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1977","1","1977","1",Nã,Sim,Sim,882
883,877,SE-23-Z-D-V,Restituição fotogramétrica,"2537",CORONEL FABRICIANO,IBGE,Topográfica,"1979","1978","1975","2900.695","-19.500","-20.000","-42.500000","-43.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1980 19° 41' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1980","1","1980","1",Nã,Sim,Sim,883
884,878,SE-23-Z-D-VI,Restituição fotogramétrica,"2538",CARATINGA,IBGE,Topográfica,"1979","1978","1975","2900.695","-19.500","-20.000","-42.000000","-42.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1980 19° 59' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1980","1","1980","1",Nã,Sim,Sim,884
885,879,SE-24-Y-C-IV,Restituição fotogramétrica,"2539",IPANEMA,IBGE,Topográfica,"1978","1978","1975","2900.695","-19.500","-20.000","-41.500000","-42.000003","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,MG,Em 1979 20° 11' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-39",UTM,"1979","1","1979","1",Nã,Sim,Sim,885
886,880,SE-24-Y-D-IV,Restituição fotogramétrica,"2542",ARACRUZ,IBGE,Topográfica,"1978","1978","1976","2900.695","-19.500","-20.000","-40.000000","-40.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,ES,Em 1979 20° 49' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-39",UTM,"1979","1","1979","1",Nã,Sim,Sim,886
887,881,SE-24-Y-D-V,Restituição fotogramétrica,"2543",REGÊNCIA,IBGE,Topográfica,"1978","1979","1975","2900.695","-19.500","-20.000","-39.500000","-40.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,ES,Em 1979 21° 06' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-39",UTM,"1979","1","1979","1",Nã,Sim,Sim,887
888,882,SA-23-Y-B-III,Restituição fotogramétrica,"0493",SANTA HELENA,DSG,Topográfica,"1980","1979","1976","3074.971","-2.000","-2.500",,,,,MA,"Em 1980 18° 42' (Cresce 5,7' ao ano)",SAD69,Imbituba-SC,"-45",UTM,"1981","1",1981 e 1984,"1",Nã,Nã,Não se aplic,888
889,883,SA-23-Z-A-I,Restituição fotogramétrica,"0494",GUIMARÃES,DSG,Topográfica,"1980","1979","1976","3074.971","-2.000","-2.500",,,,,MA,"Em 1980 18° 54' (Cresce 5,4' ao ano)",SAD69,Imbituba-SC,"-45",UTM,"1981","1",1981 e 1984,"2",Nã,Nã,Não se aplic,889
890,884,SA-23-Z-A-II,Restituição fotogramétrica,"0495",ALCÂNTARA,DSG,Topográfica,"1979","1978","1976","3074.971","-2.000","-2.500",,,,,MA,"Em 1978 18° 57' (Cresce 3,9' ao ano)",SAD69,Imbituba-SC,"-45",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,890
891,885,SA-23-Z-A-III,Restituição fotogramétrica,"0495-A",CARRAPATAL,DSG,Topográfica,"1978","1977","1977","3074.971","-2.000","-2.500",,,,,MA,"Em 1978 19° 09' (Cresce 3,7' ao ano)",SAD69,Imbituba-SC,"-45",UTM,"1980","1",1980 e 1984,"2",Nã,Nã,Não se aplic,891
892,886,SA-21-Z-A-V,Restituição fotogramétrica,"0525",VILA RECOROAÇÃO,DSG,Topográfica,"1982","1980","1978","3073.831",,,,,,,PA_AM,"Em 1982 13° 06' (Cresce 7,6' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,892
893,887,SA-21-Z-A-VI,Restituição fotogramétrica,"0526",CACHOEIRA DO ARUÃ,DSG,Topográfica,"1981","1979","1979","3073.831",,,,,,,PA,"Em 1980 13° 27' (Cresce 7,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,893
894,888,SA-21-Z-B-IV,Restituição fotogramétrica,"0527",AMORIM,DSG,Topográfica,"1981","1979","1979","3073.831",,,,,,,PA,Em 1979 13° 24' (Cresce 7.4' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,894
895,889,SA-21-Z-B-V,Restituição fotogramétrica,"0528",MUJUÍ DOS CAMPOS,DSG,Topográfica,"1982","1982","1978","3073.831",,,,,,,PA,"Em 1983 14° 12' (Cresce 7,3' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,895
896,890,SA-20-Z-D-VI,Restituição fotogramétrica,"0641",ANDIROBA,DSG,Topográfica,"1979","1979","1978","3070.867",,,,,,,AM,Em 1980 09° 54' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,896
897,891,SA-21-Y-C-IV,Restituição fotogramétrica,"0642",LAGO CARAMIRI,DSG,Topográfica,"1979","1979","1978","3070.867",,,,,,,AM,Em 1978 10° 00' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,897
