fid,ID,indNomencl,metodoProd,mi,nome,orgaoEdito,tipoCarta,anoRestitu,anoReambul,anoVoo,areaFolha,latLimNort,latLimSul,longLimLes,longLimOes,recursoOff,recursoOnL,uf,declinacao,datumHoriz,datumVerti,meridianoC,sistemaPro,anoEdicao,numEdicao,anoImpress,numImpress,geoPdf,pdf,metadadoIm,PRIMARYIND,Escala
505,483,SB-20-V-A,Interpretação de mosaico de radar,"136",RIO TEFÉ,RADAM,Planimétrica,Não se aplica,"1973",1971 e 1972,"3069.044","-4.000","-5.000","-64,4999","-65,9999",,,AM,Em 1974 05° 02' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1974","1","1974","1",Nã,Nã,Não,505,250000
506,484,SB-19-X-A,Interpretação de mosaico de radar,"134",RIO JUTAÍ,RADAM,Planimétrica,Não se aplica,1974 e 1976,"1972","3069.044","-4.000","-5.000","-67.500","-69.000",,,AM,Em 1978 03° 17' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1978","1","1978","1",Nã,Nã,Não,506,250000
507,485,SA-21-Y-D,Interpretação de mosaico de radar,"117",ITACOATIARA,RADAM,Planimétrica,Não se aplica,Informação em levantamento,1971 e 1972,"3072.463","-3.000","-4.000","-57.000","-58,4999",,,AM_PA,Em 1976 11° 10' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,507,250000
508,486,SA-20-Z-D,Interpretação de mosaico de radar,"115",MANAUS,RADAM,Planimétrica,Não se aplica,Informação em levantamento,1971 e 1972,"3072.463","-3.000","-4.000","-59,9999","-61,4999",,,AM,Em 1978 09° 15' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1978","1","1978","1",Nã,Nã,Não,508,250000
509,487,SA-19-Y-D,Interpretação de mosaico de radar,"109",SANTA RITA DE WEIL,RADAM,Planimétrica,Não se aplica,1975 e 1976,"1972","3072.463","-3.000","-4.000","-69.000","-70.500",,,AM,Em 1977 02° 14' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1977","1","1977","1",Nã,Nã,Não,509,250000
510,488,SA-23-Y-B,Interpretação de mosaico de radar,"104",PINHEIRO,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3074.971","-2.000","-3.000","-45.000","-46.500",,,MA_PA,Em 1973 17° 53' (Cresce 6' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não,510,250000
511,489,SA-23-Z-C,Interpretação de mosaico de radar,"126",ITAPECURU-MIRIM,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3072.463","-3.000","-4.000","-43.500","-45.000",,,MA,Em 1973 18° 31' (Cresce 6' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não,511,250000
512,490,SA-23-Y-C,Interpretação de mosaico de radar,"124",PARAGOMINAS,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1973","3072.463","-3.000","-4.000","-46.500","-48.000",,,MA_PA,Em 1973 17° 10' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não,512,250000
513,491,SA-21-Z-D,Interpretação de mosaico de radar,"119",AVEIRO,RADAM,Planimétrica,Não se aplica,Informação em levantamento,1971 e 1972,"3072.463","-3.000","-4.000","-54.000","-55.500",,,PA,Em 1974 12° 56' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1974","1","1974","1",Nã,Nã,Não,513,250000
514,492,SC-18-X-D,Interpretação de mosaico de radar,"263",RIO BREU,RADAM,Planimétrica,Não se aplica,1974 e 1976,"1971","3038.315","-9.000","-10.000","-72.000","-73.500",,,AC,Em 1977 01° 10' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-75",UTM,"1977","1","1977","1",Nã,Nã,Não,514,250000
515,493,SC-22-V-B,Interpretação de mosaico de radar,"251",SERRA CUBENCRANQUÉM,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3046.274","-8.000","-9.000","-51.000","-52.500",,,PA,Em 1973 14° 14' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Nã,Não,515,250000
516,494,SB-18-Z-B,Interpretação de mosaico de radar,"183",ALTO JAVARI,RADAM,Planimétrica,Não se aplica,1974 e 1976,"1971","3059.475","-6.000","-7.000","-72.000","-73.500",,,AM,Em 1977 32' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-75",UTM,"1977","1","1977","1",Nã,Nã,Não,516,250000
517,495,SE-20-X-B,Informação em levantamento,"401",CANDELARIA,DSG,Carta imagem radar completa,Informação em levantamento,Informação em levantamento,Informação em levantamento,"2957.442","-16.000","-17.000","-59,9999","-61,4999",,,MT,Informação em levantamento,SAD69,Imbituba-SC,"-63",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,517,250000
518,496,SD-21-Z-C,Informação em levantamento,"388",CUIABÁ,DSG,Carta imagem radar completa,Informação em levantamento,Informação em levantamento,Informação em levantamento,"2971.673","-15.000","-16.000","-55.500","-57.000",,,MT,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1978","1","1978","1",Nã,Nã,Não se aplic,518,250000
519,497,SD-20-Z-D,Informação em levantamento,"385",BAÍA GRANDE,DSG,Carta imagem radar completa,Informação em levantamento,Informação em levantamento,Informação em levantamento,"2971.673","-15.000","-16.000","-59,9999","-61,4999",,,MT,Informação em levantamento,SAD69,Imbituba-SC,"-63",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,519,250000
520,498,SB-24-V-B,Informação em levantamento,"153",QUIXADÁ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3069.044","-4.000","-5.000","-39.000","-40.500",,,CE,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-39",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,520,250000
521,499,SB-24-V-A,Informação em levantamento,"152",PIRIPIRI,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3069.044","-4.000","-5.000","-40.500","-42.000",,,CE_PI,Informação em levantamento,SAD69,Imbituba-SC,"-39",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,521,250000
522,500,SB-23-V-B,Informação em levantamento,"149",VITORINO FREIRE,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3069.044","-4.000","-5.000","-45.000","-46.500",,,MA_PA,Informação em levantamento,SAD69,Imbituba-SC,"-45",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,522,250000
523,501,SB-21-X-A,Informação em levantamento,"142",ITAITUBA,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3069.044","-4.000","-5.000","-55.500","-57.000",,,PA,Informação em levantamento,SAD69,Imbituba-SC,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,523,250000
524,502,SA-22-Z-B,Interpretação de mosaico de radar,"102",TOMÉ AÇU,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3074.971","-2.000","-3.000","-48.000","-49.500",,,PA,Em 1973 16° 27' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Nã,Não,524,250000
525,503,SA-22-Y-A,Interpretação de mosaico de radar,"099",RIO JARAUÇU,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3074.971","-2.000","-3.000","-52.500","-54.000",,,PA,Em 1973 13° 52' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Nã,Não,525,250000
526,511,NA-22-Y-C,Interpretação de mosaico de radar,"049",RIO JARI,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3077.024","1.000","0.000","-52.500","-54.000",,,AP_PA,Em 1974 14° 18' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1974","1","1974","1",Nã,Nã,Não,526,250000
527,512,NA-21-Z-C,Interpretação de mosaico de radar,"047",RIO PARU DE OESTE,RADAM,Planimétrica,Não se aplica,1972 e 1975,"1971","3077.024","1.000","0.000","-55.500","-57.000",,,PA,"Em 1984 13° 55' (Cresce 9,6' ao ano)",Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,527,250000
528,513,NA-19-Z-D,Interpretação de mosaico de radar,"040",PICO DA NEBLINA,RADAM,Planimétrica,Não se aplica,"1975","1971","3077.024","1.000","0.000","-65,9999","-67,4999",,,AM,Em 1976 04° 59' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1976","1","1976","1",Nã,Nã,Não,528,250000
529,514,NA-19-Y-D,Interpretação de mosaico de radar,"038",RIO IAUARETÊ,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3077.024","1.000","0.000","-69.000","-70.500",,,AM,Em 1976 02° 58' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1976","1","1976","1",Nã,Nã,Não,529,250000
530,515,NA-22-Z-A,Interpretação de mosaico de radar,"037",CABO NORTE,RADAM,Planimétrica,Não se aplica,1972 e 1973,"1971","3075.883","2.000","1.000","-49.500","-51.000",,,AP,Em 1974 16° 02' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1974","1","1974","1",Nã,Nã,Não,530,250000
531,516,NA-22-Y-B,Interpretação de mosaico de radar,"036",RIO ARAGUARI,RADAM,Planimétrica,Não se aplica,1972 e 1973,"1971","3075.883","2.000","1.000","-51.000","-52.500",,,AP,Em 1974 15° 14' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1974","1","1974","1",Nã,Nã,Não,531,250000
532,517,SC-21-V-B,Interpretação de mosaico de radar,"247",RIO TELES PIRES,RADAM,Planimétrica,Não se aplica,"1973","1971","3046.274","-8.000","-9.000","-57.000","-58,4999",,,AM_MT_PA,Em 1974 10° 08' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1974","1","1974","1",Nã,Nã,Não,532,250000
533,518,SC-21-V-A,Interpretação de mosaico de radar,"246",RIO ARIPUANÃ,RADAM,Planimétrica,Não se aplica,"1973","1971","3046.274","-8.000","-9.000","-58,4999","-59,9999",,,AM_MT,Em 1974 09° (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1974","1","1974","1",Nã,Nã,Não,533,250000
534,519,SC-20-X-A,Interpretação de mosaico de radar,"244",CALAMA,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3046.274","-8.000","-9.000","-61,4999","-62,9999",,,AM_MT_RO,Em 1974 07° 50' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1974","1","1974","1",Nã,Nã,Não,534,250000
535,520,SB-21-Z-B,Interpretação de mosaico de radar,"195",RIO CATETE,RADAM,Planimétrica,Não se aplica,"1973","1971","3059.475","-6.000","-7.000","-54.000","-55.500",,,PA,Em 1974 12° 35' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1974","1","1974","1",Nã,Nã,Não,535,250000
536,521,SB-20-X-C,Interpretação de mosaico de radar,"163",LAGO JARI,RADAM,Planimétrica,Não se aplica,"1973",1971 e 1972,"3064.714","-5.000","-6.000","-61,4999","-62,9999",,,AM,Em 1974 07° 11' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1974","1","1974","1",Nã,Nã,Não,536,250000
537,522,SB-22-X-B,Interpretação de mosaico de radar,"147",JACUNDA,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3069.044","-4.000","-5.000","-48.000","-49.500",,,MA_PA,Em 1973 16° 20' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Nã,Não,537,250000
538,523,SB-18-Z-A,Interpretação de mosaico de radar,"182",ALTO JAVARI,RADAM,Planimétrica,Não se aplica,1974 e 1976,"1971","3059.475","-6.000","-7.000","-73.500","-75.000",,,AM,Em 1977 32' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-75",UTM,"1977","1","1977","1",Nã,Nã,Não,538,250000
539,524,SB-20-V-D,Interpretação de mosaico de radar,"162",TAPAUÁ,RADAM,Planimétrica,Não se aplica,"1973",1971 e 1972,"3064.714","-5.000","-6.000","-62,9999","-64,4999",,,AM,Em 1974 06° 01' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1974","1","1974","1",Nã,Nã,Não,539,250000
540,525,SB-19-V-B,Interpretação de mosaico de radar,"133",BENJAMIN CONSTANT,RADAM,Planimétrica,Não se aplica,1974 e 1976,"1972","3069.044","-4.000","-5.000","-69.000","-70.500",,,AM,Em 1978 01° 01' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1978","1","1978","1",Nã,Nã,Não,540,250000
541,526,SA-24-Y-C,Interpretação de mosaico de radar,"128",GRANJA,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3072.463","-3.000","-4.000","-40.500","-42.000",,,CE_MA_PI,Em 1973 19° 38' (Cresce 5' ao ano),Córrego Alegre,Imbituba-SC,"-39",UTM,"1973","1","1973","1",Nã,Nã,Não,541,250000
542,527,NA-21-Z-A,Interpretação de mosaico de radar,"033",RIO MARAPI,RADAM,Planimétrica,Não se aplica,1972 a 1975,"1971","3075.883","2.000","1.000","-55.500","-57.000",,,PA,Em 1976 12° 48' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,542,250000
543,528,NA-21-Y-B,Interpretação de mosaico de radar,"032",SERRA ACARAÍ,RADAM,Planimétrica,Não se aplica,"1972, 1974 e 1975","1971","3075.883","2.000","1.000","-57.000","-58,4999",,,PA,Em 1976 11° 51' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,543,250000
544,529,NA-20-Z-A,Interpretação de mosaico de radar,"029",RIO CATRIMANI,RADAM,Planimétrica,Não se aplica,"1972, 1974 e 1975","1971","3075.883","2.000","1.000","-61,4999","-62,9999",,,AM_RR,Em 1975 08° 29' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1975","1","1975","1",Nã,Nã,Não,544,250000
545,530,NA-20-Y-B,Interpretação de mosaico de radar,"028",SERRA GURUPIRA,RADAM,Planimétrica,Não se aplica,"1972, 1974 e 1975","1971","3075.883","2.000","1.000","-62,9999","-64,4999",,,AM,Em 1975 07° 22' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1975","1","1975","1",Nã,Nã,Não,545,250000
546,531,NA-19-Z-B,Interpretação de mosaico de radar,"026",CUCUÍ,RADAM,Planimétrica,Não se aplica,"1975","1971","3075.883","2.000","1.000","-65,9999","-67,4999",,,AM,Em 1976 05° 14' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1976","1","1976","1",Nã,Nã,Não,546,250000
547,532,NA-19-Z-A,Interpretação de mosaico de radar,"025",RIO IÇANA,RADAM,Planimétrica,Não se aplica,"1975","1971","3075.883","2.000","1.000","-67.500","-69.000",,,AM,Em 1976 04° 07' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1976","1","1976","1",Nã,Nã,Não,547,250000
548,533,NA-21-V-C,Interpretação de mosaico de radar,"018",RIO TACUTU,RADAM,Planimétrica,Não se aplica,"1972, 1974 e 1975","1971","3073.831","3.000","2.000","-58,4999","-59,9999",,,RR,Em 1976 10° 58' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,548,250000
549,534,NA-20-X-D,Interpretação de mosaico de radar,"017",BOA VISTA,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3073.831","3.000","2.000","-59,9999","-61,4999",,,RR,Em 1975 09° 44' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1975","1","1975","1",Nã,Nã,Não,549,250000
550,535,NA-20-X-C,Interpretação de mosaico de radar,"016",RIO MUCAJAÍ,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3073.831","3.000","2.000","-61,4999","-62,9999",,,AM_RR,Em 1975 08° 39' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1975","1","1975","1",Nã,Nã,Não,550,250000
551,536,NA-22-V-B,Interpretação de mosaico de radar,"012",OIAPOQUE/CABO ORANGE,RADAM,Planimétrica,Não se aplica,1972 e 1973,"1971","3070.867","4.000","2.000","-51.000","-52.500",,,AP,Em 1974 15° 25' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1974","1","1974","1",Nã,Nã,Não,551,250000
552,537,NA-21-V-A,Interpretação de mosaico de radar,"011",CONCEIÇÃO DO MAU,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3070.867","4.000","2.000","-58,4999","-59,9999",,,RR,Em 1976 11° 07' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,552,250000
553,538,NA-20-X-B,Interpretação de mosaico de radar,"010",URARICOERA,RADAM,Planimétrica,Não se aplica,"1972, 1974 e 1975","1971","3070.867","4.000","2.000","-59,9999","-61,4999",,,RR,Em 1975 09° 55' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1975","1","1975","1",Nã,Nã,Não,553,250000
554,539,NA-20-V-B,Interpretação de mosaico de radar,"008",SERRA PARIMA,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3070.867","4.000","2.000","-62,9999","-64,4999",,,RR,Em 1975 07° 43' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1975","1","1975","1",Nã,Nã,Não,554,250000
555,540,NA-20-V-A,Interpretação de mosaico de radar,"007-A",IGARAPÉ CADECUNI,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1973","3070.867","4.000","2.000","-64,4999","-65,9999",,,RR,Em 1975 07° 43' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1975","1","1975","1",Nã,Nã,Não,555,250000
556,541,NB-21-Y-C,Interpretação de mosaico de radar,"006",RIO MAÚ,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3066.993","5.000","4.000","-58,4999","-59,9999",,,RR,Em 1976 11° 13' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,556,250000
557,542,NB-20-Z-D,Interpretação de mosaico de radar,"005",VILA SURUMU,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3066.993","5.000","4.000","-59,9999","-61,4999",,,RR,Em 1975 10° 04' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1975","1","1975","1",Nã,Nã,Não,557,250000
558,543,NB-20-Y-C,Interpretação de mosaico de radar,"002",NASCENTES DO RIO UAUARIS,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1973","3066.993","5.000","4.000","-64,4999","-65,9999",,,RR,Em 1975 07° 43' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1975","1","1975","1",Nã,Nã,Não,558,250000
559,544,NB-21-Y-A,Interpretação de mosaico de radar,"001-A",RIO MAÚ,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1976","3066.993","6.000","5.000","-58,4999","-59,9999",,,RR,Em 1976 11° 13' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,559,250000
560,545,SC-23-X-C,Interpretação de mosaico de radar,"282",BOM JESUS,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3038.315","-9.000","-10.000","-43.500","-45.000",,,BA_PI,Em 1973 18° 28' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não,560,250000
561,546,SC-23-V-B,Interpretação de mosaico de radar,"255",TASSO FRAGOSO,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3046.274","-8.000","-9.000","-45.000","-46.500",,,MA_PI_TO,Em 1973 17° 44' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não,561,250000
562,547,SC-23-V-A,Interpretação de mosaico de radar,"254",ITACAJÁ,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3046.274","-8.000","-9.000","-46.500","-48.000",,,MA_TO,Em 1973 07° 57' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não,562,250000
563,548,SB-24-Y-A,Interpretação de mosaico de radar,"204",VALENÇA DO PIAUÍ,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3059.475","-6.000","-7.000","-40.500","-42.000",,,CE_PI,Em 1973 19° 45' (Cresce 5' ao ano),Córrego Alegre,Imbituba-SC,"-39",UTM,"1973","1","1973","1",Nã,Nã,Não,563,250000
564,549,SB-23-X-A,Interpretação de mosaico de radar,"150",BACABAL,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3069.044","-4.000","-5.000","-43.500","-45.000",,,MA,Em 1973 18° 31' (Cresce 6' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não,564,250000
565,550,NA-20-Z-B,Interpretação de mosaico de radar,"030",CARACARAÍ,RADAM,Planimétrica,Não se aplica,"1972, 1974 e 1975","1971","3075.883","2.000","1.000","-59,9999","-61,4999",,,RR,Em 1975 09° 35' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1975","1","1975","1",Nã,Nã,Não,565,250000
566,551,NA-19-Y-B,Interpretação de mosaico de radar,"024",RIO AIARI,RADAM,Planimétrica,Não se aplica,"1975","1971","3075.883","2.000","1.000","-69.000","-70.500",,,AM,Em 1976 03° 02' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1980","1","1980","1",Nã,Nã,Não,566,250000
567,552,NA-22-X-C,Interpretação de mosaico de radar,"023",AMAPÁ,RADAM,Planimétrica,Não se aplica,1972 e 1973,"1971","3073.831","3.000","2.000","-49.500","-51.000",,,AP,Em 1974 16° 06' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1974","1","1974","1",Nã,Nã,Não,567,250000
568,553,NA-20-Y-C,Interpretação de mosaico de radar,"041",SERRA IMERI,RADAM,Planimétrica,Não se aplica,"1972, 1974 e 1975","1971","3077.024","1.000","0.000","-64,4999","-65,9999",,,AM,Em 1975 06° 04' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1975","1","1975","1",Nã,Nã,Não,568,250000
569,554,SC-19-X-C,Interpretação de mosaico de radar,"266",RIO BRANCO,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1972","3038.315","-9.000","-10.000","-67.500","-69.000",,,AC_AM,Em 1976 13° 43' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1976","1","1976","1",Nã,Nã,Não,569,250000
570,555,SC-20-V-B,Interpretação de mosaico de radar,"243",PORTO VELHO,RADAM,Planimétrica,Não se aplica,"1973",1971 e 1972,"3046.274","-8.000","-9.000","-62,9999","-64,4999",,,AM_RO,Em 1974 05° 28' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1974","1","1974","1",Nã,Nã,Não,570,250000
571,556,SB-23-Y-C,Interpretação de mosaico de radar,"227",CAROLINA,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3053.328","-7.000","-8.000","-46.500","-48.000",,,MA_TO,Em 1973 17° (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não,571,250000
572,557,SC-19-Y-B,Interpretação de mosaico de radar,"290",RIO IACO,RADAM,Planimétrica,Não se aplica,1975 e 1976,"1972","3029.453","-10.000","-11.000","-69.000","-70.500",,,AC,Em 1976 40' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1976","1","1976","1",Nã,Nã,Não,572,250000
573,558,SC-21-X-D,Interpretação de mosaico de radar,"275",CACHIMBO,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1973","3038.315","-9.000","-10.000","-54.000","-55.500",,,MT_PA,Em 1974 12° 13' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1974","1","1974","1",Nã,Nã,Não,573,250000
574,559,SC-21-X-C,Interpretação de mosaico de radar,"274",RIO SÃO BENEDITO,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1973","3038.315","-9.000","-10.000","-55.500","-57.000",,,MT_PA,Em 1977 11° 07' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1974","1","1974","1",Nã,Nã,Não,574,250000
575,560,SC-21-V-D,Interpretação de mosaico de radar,"273",RIO APIACA,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1973","3038.315","-9.000","-10.000","-57.000","-58,4999",,,MT_PA,Em 1974 09° 59' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1974","1","1974","1",Nã,Nã,Não,575,250000
576,561,SB-22-Z-C,Interpretação de mosaico de radar,"225",RIO PAU D'ARCO,RADAM,Planimétrica,Não se aplica,1971 e 1973,"1971","3053.328","-7.000","-8.000","-49.500","-51.000",,,PA,Em 1973 16° 15' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Nã,Não,576,250000
577,562,SC-20-X-D,Interpretação de mosaico de radar,"271",ARIPUANÃ,RADAM,Planimétrica,Não se aplica,Informação em levantamento,1971 e 1972,"3038.315","-9.000","-10.000","-59,9999","-61,4999",,,MT_RO,Em 1974 07° 40' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1974","1","1974","1",Nã,Nã,Não,577,250000
578,563,SC-20-V-D,Interpretação de mosaico de radar,"269",ARIQUEMES,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1972","3038.315","-9.000","-10.000","-62,9999","-64,4999",,,RO,Em 1974 05° 17' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1974","1","1974","1",Nã,Nã,Não,578,250000
579,564,SB-21-X-B,Interpretação de mosaico de radar,"143",RIO CUPARI,RADAM,Planimétrica,Não se aplica,"1973","1971","3069.044","-4.000","-5.000","-54.000","-55.500",,,PA,Em 1974 12° 50' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1974","1","1974","1",Nã,Nã,Não,579,250000
580,565,SA-20-X-B,Interpretação de mosaico de radar,"059",RIO ALALAÚ,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3077.252","0.000","-1.000","-59,9999","-61,4999",,,AM_RR,Em 1978 09° 43' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1978","1","1978","1",Nã,Nã,Não,580,250000
